x ,y, z, class, r, g, b
1.347811e+01, 2.204838e+01, 2.057014e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.674481e+00, -2.022054e+01, -5.491790e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
1.339582e+01, 2.230152e+01, 2.890706e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.062744e+01, 2.132445e+01, 2.523226e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-2.644019e+00, -2.017821e+01, 1.982784e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.669994e+00, -2.078019e+01, 6.554689e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.485407e+01, 2.340636e+01, 3.269699e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.523229e+00, -2.058032e+01, 1.959872e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.765424e+00, -2.166719e+01, 1.083123e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.358742e+00, -2.088810e+01, 2.447960e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.419324e+01, 2.174665e+01, 1.605318e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.103204e+01, -6.425497e+00, 2.872514e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-7.093193e+00, -2.149192e+01, -8.456780e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
2.776888e+01, -8.963792e+00, 2.659537e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-6.164852e+00, -2.149967e+01, 2.170485e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.582975e+00, -2.208832e+01, 2.577792e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.600513e+00, -2.208941e+01, 1.880749e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.864923e+01, 2.286962e+01, 2.117828e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-6.114283e+00, 3.009620e+01, 4.582821e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-3.549584e+00, -2.042173e+01, -3.645029e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-5.372351e+00, -1.987634e+01, -1.881777e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.404128e+01, 2.196203e+01, 2.074784e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.444571e+00, -2.040417e+01, 3.140808e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.324962e+01, 2.248036e+01, 1.693956e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
6.325675e+00, 2.070024e+01, 5.930691e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
6.700831e+00, 2.070380e+01, 5.411652e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.810957e+00, -2.147354e+01, 1.556828e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.396012e+00, -2.161670e+01, 4.548034e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.721065e+01, 2.353441e+01, 2.564857e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.019430e+01, 2.271607e+01, 3.874155e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-7.670215e+00, -2.121404e+01, -2.031210e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.863357e+00, -2.279485e+01, -1.603698e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.843147e+01, -8.604789e+00, 3.600176e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.268619e+00, -1.970418e+01, 6.017849e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.022867e+01, -1.002363e+01, 3.682904e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.744039e+01, -5.770110e+00, 3.097596e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-8.067959e+00, -2.264787e+01, -6.946617e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.278544e+00, -2.257342e+01, 2.969593e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.800611e+00, -2.113063e+01, 1.049860e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.608133e+00, -2.251278e+01, 1.287229e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.208880e+00, -2.324379e+01, -1.092814e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-5.469678e+00, -2.184539e+01, 4.829549e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.640563e+01, 2.124455e+01, 2.586231e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.853828e+00, -2.132602e+01, 1.134270e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.373622e+01, 1.854994e+01, 1.054714e+01, 1.400000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-2.606129e+00, -2.009751e+01, 3.013973e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-4.720544e+00, -2.115205e+01, 1.274920e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.150904e+01, -2.366732e+01, -4.212353e-01, 1.000000e+01, 1.280000e+02, 1.280000e+02, 0.000000e+00
1.426685e+01, 1.982454e+01, 1.921874e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.959314e+00, -1.997857e+01, 3.749937e-01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.069507e+01, -9.981826e+00, 3.615057e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-8.203314e+00, -2.264347e+01, 8.324060e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-5.844664e+00, -2.194331e+01, 6.053700e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.410600e+00, -2.013064e+01, 6.311427e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
9.942022e+00, 2.363637e+01, 4.334906e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.311061e+00, -1.839034e+01, 2.021588e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.222505e+01, -2.189353e+01, -4.477246e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.192901e+01, -1.085915e+01, 3.261480e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.401121e+01, 2.450502e+01, 2.965381e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.475867e+00, -2.029818e+01, 1.229747e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.661473e+01, 2.661613e+01, 2.912180e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.447422e+01, 1.767218e+01, 3.435273e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.404681e+01, 2.374551e+01, 2.325019e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.662477e+00, -1.879126e+01, 7.994087e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.380590e+01, 2.543172e+01, 3.606728e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.523361e+00, -2.032116e+01, -1.030573e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
2.347538e+01, -1.253214e+01, 3.365600e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-6.997488e+00, -1.919671e+01, 2.238619e-02, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-5.374602e+00, -2.098059e+01, -7.066503e-01, 1.000000e+01, 1.280000e+02, 1.280000e+02, 0.000000e+00
-4.605115e+00, -1.790861e+01, 1.349019e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.797931e+00, -2.123587e+01, 3.551318e-02, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.835970e+00, -2.073992e+01, 1.679447e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-9.546644e+00, -1.961407e+01, -1.963455e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.073895e+00, -1.980183e+01, 2.744385e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.156845e+01, 2.284862e+01, 4.274366e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.237727e+01, -1.216708e+01, 3.361843e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.787536e+00, -2.072473e+01, 8.032765e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-9.884981e+00, -2.112292e+01, 3.074605e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-4.376969e+00, -1.904312e+01, 1.993327e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.842031e+00, -1.971866e+01, -7.805366e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.876563e+00, -1.898102e+01, 2.213513e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.212844e+01, -9.889960e+00, 3.366594e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-1.165972e+01, -2.228344e+01, -4.802301e+00, 1.400000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
1.601022e+01, 2.362894e+01, 2.510157e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.069677e+01, -4.524430e+00, 3.208168e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-7.127779e+00, -2.177797e+01, 6.111625e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.376606e+01, 2.280896e+01, 3.946450e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-7.226940e+00, -2.087104e+01, -1.522466e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.012412e+01, 2.331232e+01, 4.753657e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.805173e+01, 7.085456e+00, 1.115267e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.434267e+01, 2.508177e+01, 1.471819e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-7.814826e+00, -2.170654e+01, -1.281702e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.942278e+00, -2.120614e+01, 2.231917e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.652503e+01, 2.398316e+01, 1.900470e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.008763e+00, -1.850917e+01, 2.767895e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.035575e+01, 2.198411e+01, 9.486628e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
1.575562e+01, 2.552690e+01, 2.038436e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-2.959183e+00, -1.977684e+01, 1.750057e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.127057e+01, 1.680006e+01, 9.972936e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-9.236091e+00, -2.180272e+01, -3.405014e+00, 1.200000e+01, 0.000000e+00, 1.280000e+02, 1.280000e+02
-7.337686e+00, -1.999636e+01, 7.650035e-01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.001163e+00, -1.990012e+01, 3.038228e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.206534e+01, 2.597160e+01, 2.993876e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.101400e+01, -4.621020e+00, 3.428368e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
2.778387e+01, 1.318644e+01, 1.401633e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-7.781182e+00, -1.971452e+01, -1.203759e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.771622e+00, -1.977935e+01, -1.619914e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.639677e+01, 2.410132e+01, 1.814917e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-1.044473e+01, -2.048560e+01, -2.797433e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.371484e+00, -1.905742e+01, 5.795540e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.317974e+00, -2.088664e+01, -6.273388e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.200444e+00, -1.886196e+01, 1.503304e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.245047e+00, -1.950781e+01, -2.238553e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-4.733740e+00, -1.978492e+01, 2.421062e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.657420e+00, -2.040107e+01, -1.659575e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.218374e+01, 2.390277e+01, 1.135438e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-6.545282e+00, -2.052299e+01, -6.359399e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.881001e+00, -1.877588e+01, -6.415531e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-4.697481e+00, -1.875566e+01, 1.552917e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.301686e+01, 2.407016e+01, 1.063194e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
1.730338e+01, 2.478684e+01, 3.175749e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.919828e+00, -1.965291e+01, 1.809452e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.189295e+00, 3.562943e+01, 4.090816e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
1.471110e+01, 2.282524e+01, 1.228832e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.493627e+01, 1.704494e+01, 1.230159e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
6.540641e+00, 2.558709e+01, 1.114776e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-5.062654e+00, -1.781768e+01, 1.042885e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.536154e+00, -1.070387e+01, -5.762036e+00, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-5.993087e+00, -1.927590e+01, 2.592780e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.378970e+00, -2.051428e+01, -1.345131e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.739463e+00, -1.827812e+01, -4.113610e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.798027e+00, -2.076906e+01, -2.687663e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.760770e+00, -1.835512e+01, 1.408065e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.322732e+01, 2.426206e+01, 2.990619e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.519698e+01, 2.321322e+01, 1.980564e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-2.201973e+00, -2.004640e+01, 2.980235e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.038991e+01, -1.658158e+01, -4.916900e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-3.922113e+00, -1.839108e+01, 1.047405e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.893593e+00, -1.975513e+01, 9.121251e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
2.773701e+01, 1.170304e+01, 1.648352e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.418329e+00, -1.741776e+01, -1.398742e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
1.877838e+01, -9.161069e+00, 3.874013e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-2.238539e+00, -1.951246e+01, 1.300617e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.119367e+00, -2.129688e+01, -6.974288e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.663468e+00, -1.875641e+01, 1.971532e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.345706e+01, 2.337535e+01, 2.330036e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-5.262965e+00, -1.940226e+01, 2.336971e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.197577e-03, 2.763366e+01, 7.105005e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
9.257500e+00, 2.352384e+01, 4.815238e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.975970e+00, -2.169906e+01, 8.582459e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.000233e+00, -1.789842e+01, -1.089428e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.625876e+00, -2.067722e+01, 8.083332e+00, 1.200000e+01, 0.000000e+00, 1.280000e+02, 1.280000e+02
2.669379e+01, -5.381115e+00, 2.535185e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
8.815832e+00, -4.169516e+00, 7.933814e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
1.176779e+01, 2.268495e+01, 4.937838e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-8.166616e+00, -2.040543e+01, -7.769577e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.099764e+00, -1.935553e+01, -8.020499e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-2.720171e+00, -1.960663e+01, -1.071764e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
1.914482e+01, -9.431719e+00, 2.079263e+01, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-7.431884e+00, -2.074568e+01, -8.541657e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.476137e+01, 1.858444e+01, 4.553023e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-6.335325e+00, -1.984556e+01, 2.602263e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.758454e+01, 2.979132e+01, 1.893778e-01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.114818e+00, -1.818074e+01, 9.229400e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.214828e+01, 2.383181e+01, 4.392434e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.374648e+00, -1.884240e+01, 1.478656e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.323984e+01, 2.498788e+01, 3.207983e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.315567e+00, -1.906537e+01, 4.244461e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.368568e+00, -1.809151e+01, 2.303120e-02, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-4.309300e+00, -2.039204e+01, 3.449701e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.068978e+01, -1.974516e+01, -2.830940e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-9.025740e+00, -2.056890e+01, -1.464209e+00, 8.000000e+00, 0.000000e+00, 1.280000e+02, 0.000000e+00
2.002107e+01, -3.750422e+00, 2.760923e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.371168e+00, -1.953342e+01, 2.429152e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.169201e+00, -2.129806e+01, -3.256621e+00, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
1.884560e+01, -6.531188e+00, 3.750275e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-1.107526e+01, -2.008125e+01, -3.859623e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-5.180378e-01, -2.002102e+01, 2.707293e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.558749e+00, -1.955858e+01, -1.453072e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.535122e+00, -1.940541e+01, 6.868215e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.497211e+01, 2.324538e+01, 2.777716e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.629391e-01, -2.056997e+01, 1.247197e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
2.645592e+01, 1.507767e+01, 1.144477e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
1.735165e+01, 2.430974e+01, 1.249475e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-1.116993e+01, -2.024699e+01, -5.015721e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.015166e+00, -1.999187e+01, 5.425513e-01, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
1.595858e+01, 2.460848e+01, 3.550050e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-6.904543e+00, -1.923994e+01, 4.407724e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-4.854768e+00, -1.981258e+01, 1.392421e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.755440e+00, -2.111690e+01, 9.340209e-01, 1.500000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-3.547352e+00, -2.069306e+01, -1.561584e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.698226e+01, 2.479320e+01, 9.738812e-01, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.729158e+00, -1.997781e+01, 2.667203e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.732934e+00, -1.986076e+01, 3.338496e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.862423e+00, -2.041490e+01, 2.682271e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.004696e+00, -1.965620e+01, -8.602262e-02, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.193072e+00, -1.759188e+01, 1.228855e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.053286e+01, -2.051375e+01, -1.379126e+00, 1.000000e+01, 1.280000e+02, 1.280000e+02, 0.000000e+00
-4.698560e+00, -1.919740e+01, 1.781736e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.601388e+00, -2.068322e+01, 1.528478e+01, 1.200000e+01, 0.000000e+00, 1.280000e+02, 1.280000e+02
1.471197e+01, 2.404495e+01, 1.949237e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.389539e+00, -1.276571e+01, -5.779760e+00, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
2.588488e+01, 1.311238e+01, 1.641761e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.336377e+00, -2.001666e+01, 2.057023e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.419465e+00, -1.758524e+01, 1.508504e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.347831e+00, -1.840366e+01, 1.724532e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.450259e+00, -1.997949e+01, 1.959512e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.787620e+01, 1.189519e+01, 1.687048e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.903502e+00, -1.758780e+01, 2.746463e-01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.296245e+00, -2.540962e+01, 1.760989e+01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.872622e+00, -2.035066e+01, 3.265218e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.451834e+00, -1.985755e+01, 3.406550e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.556389e+01, 2.405202e+01, 2.432656e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-2.572514e+00, -1.904548e+01, -7.334557e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
1.126863e+01, 2.403048e+01, 4.003979e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.029905e+01, -1.944061e+01, -3.243062e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
2.179419e+01, -5.839967e+00, 3.327791e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-4.365611e+00, -1.985511e+01, 2.118295e+00, 1.200000e+01, 0.000000e+00, 1.280000e+02, 1.280000e+02
-7.359100e+00, -2.128260e+01, -2.616465e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.339912e+00, -1.868850e+01, 1.467187e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
5.820235e+00, 1.802561e+01, 3.020629e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-8.844599e+00, -2.241588e+01, 3.606663e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-7.538816e+00, -1.935162e+01, -5.604886e-01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
